No.,Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
187,100187,Arts,Senior,2.82,3.33,Copywriting/Drafting,Intermediate,3,FALSE,12.62,2,Allowed_With_Citation,1,3.102,61.83,Low
188,100188,Business,Junior,3.396,1.87,Copywriting/Drafting,Intermediate,3,FALSE,3.97,2,Actively_Encouraged,1,3.49,55.3,Medium
189,100189,Business,Sophomore,3.326,3.23,Ideation,Beginner,2,FALSE,15.68,1,Allowed_With_Citation,4,3.592,62.61,Medium
190,100190,STEM,Sophomore,3.414,1.7,Copywriting/Drafting,Intermediate,4,FALSE,10.47,3,Allowed_With_Citation,8,3.882,89.38,Low
191,100191,STEM,Sophomore,3.05,3.49,Summarizing_Reading,Intermediate,2,FALSE,3.56,2,Actively_Encouraged,1,2.981,92.74,Low
192,100192,Medical,Graduate,3.668,3.05,Summarizing_Reading,Intermediate,2,FALSE,5,4,Actively_Encouraged,9,4,96.43,High
193,100193,Medical,Sophomore,3.282,2.41,Direct_Answer_Generation,Beginner,2,FALSE,12.17,3,Allowed_With_Citation,1,3.661,100,Low
194,100194,Business,Senior,3.295,7.69,Copywriting/Drafting,Advanced,5,FALSE,16.64,1,Allowed_With_Citation,2,3.857,95.01,Low
195,100195,Humanities,Senior,2.228,3.64,Ideation,Beginner,3,FALSE,2.4,1,Allowed_With_Citation,5,2.429,72.68,Medium
196,100196,Humanities,Freshman,3.781,2.11,Copywriting/Drafting,Intermediate,2,FALSE,18.87,2,Actively_Encouraged,3,3.95,87.3,Medium
197,100197,Business,Freshman,3.861,6.34,Direct_Answer_Generation,Beginner,2,FALSE,11.62,3,Allowed_With_Citation,6,3.797,55.28,Low
198,100198,Medical,Sophomore,2.816,2.64,Direct_Answer_Generation,Intermediate,1,FALSE,13.48,1,Allowed_With_Citation,6,2.921,76.6,Low
199,100199,Medical,Senior,1.691,8.1,Summarizing_Reading,Beginner,3,FALSE,9.79,4,Allowed_With_Citation,3,1.86,58.58,Medium
200,100200,Arts,Sophomore,2.874,14.28,Direct_Answer_Generation,Advanced,3,FALSE,13.68,6,Strict_Ban,5,3.035,87.08,High
201,100201,Business,Freshman,3.337,17.53,Copywriting/Drafting,Beginner,2,TRUE,13.95,6,Strict_Ban,10,3.714,53.77,Medium
202,100202,STEM,Sophomore,2.773,1.76,Summarizing_Reading,Advanced,3,TRUE,18.52,2,Actively_Encouraged,2,3.061,68.03,Low
203,100203,STEM,Freshman,3.548,0.87,Debugging/Troubleshooting,Intermediate,5,TRUE,12.01,4,Strict_Ban,7,3.673,72.33,Medium
204,100204,Medical,Freshman,2.053,10.51,Direct_Answer_Generation,Beginner,3,FALSE,11.46,4,Allowed_With_Citation,6,2.172,73.12,Low
205,100205,Business,Sophomore,3.357,21.32,Debugging/Troubleshooting,Beginner,2,TRUE,14.42,6,Allowed_With_Citation,6,3.824,64.84,Medium
206,100206,STEM,Freshman,3.219,8.15,Debugging/Troubleshooting,Intermediate,3,TRUE,17.99,4,Actively_Encouraged,6,3.384,62,Medium
207,100207,STEM,Senior,3.819,0.81,Debugging/Troubleshooting,Beginner,2,TRUE,12.11,4,Actively_Encouraged,5,4,88.92,Medium
208,100208,Business,Sophomore,3.166,9.73,Ideation,Beginner,1,FALSE,11.08,4,Allowed_With_Citation,4,3.424,88.19,Low
209,100209,STEM,Senior,3.742,1.59,Direct_Answer_Generation,Beginner,2,TRUE,20.06,4,Actively_Encouraged,6,4,57.99,Medium
210,100210,STEM,Junior,2.358,6.03,Summarizing_Reading,Advanced,4,TRUE,10.87,2,Allowed_With_Citation,7,2.525,73.66,Medium
211,100211,Business,Graduate,3.179,9.61,Debugging/Troubleshooting,Advanced,3,TRUE,6.04,4,Allowed_With_Citation,7,3.448,85.19,Medium
212,100212,Business,Freshman,3.37,16.68,Summarizing_Reading,Advanced,4,TRUE,13.45,5,Allowed_With_Citation,6,3.544,60.04,Medium
213,100213,Business,Freshman,2.363,6.12,Ideation,Advanced,5,TRUE,11.18,6,Allowed_With_Citation,1,2.653,92.54,Low
214,100214,STEM,Graduate,3.741,4.25,Direct_Answer_Generation,Beginner,2,TRUE,1.29,4,Allowed_With_Citation,7,3.903,89.03,Medium
215,100215,Business,Senior,3.815,5.75,Summarizing_Reading,Advanced,5,TRUE,10.43,3,Allowed_With_Citation,6,4,77.85,Low
216,100216,STEM,Freshman,3.098,1.91,Debugging/Troubleshooting,Intermediate,2,TRUE,3.43,4,Allowed_With_Citation,6,2.936,62.17,Low
217,100217,Humanities,Freshman,2.833,4.27,Copywriting/Drafting,Intermediate,3,FALSE,1,5,Actively_Encouraged,1,2.957,77.19,High
218,100218,Business,Graduate,3.528,7.89,Ideation,Beginner,2,FALSE,23.25,2,Strict_Ban,2,4,98.6,High
219,100219,Business,Freshman,2.684,2.69,Ideation,Beginner,1,FALSE,14.68,2,Allowed_With_Citation,3,2.888,86.1,Low
220,100220,Arts,Graduate,3.212,3.85,Copywriting/Drafting,Intermediate,3,TRUE,21.18,4,Actively_Encouraged,6,3.444,67.65,Low
221,100221,Business,Graduate,3.338,23.56,Ideation,Advanced,3,TRUE,1.73,7,Actively_Encouraged,9,3.623,79.2,High
222,100222,Business,Sophomore,3.392,0.18,Debugging/Troubleshooting,Beginner,3,FALSE,19.52,1,Strict_Ban,1,3.568,75.24,Low
223,100223,STEM,Senior,3.062,21.42,Summarizing_Reading,Advanced,4,FALSE,10.64,3,Strict_Ban,4,3.035,63.98,High
224,100224,Humanities,Junior,3.041,11.81,Summarizing_Reading,Beginner,3,FALSE,16.54,2,Allowed_With_Citation,3,3.149,70.08,High
225,100225,STEM,Senior,3.565,4.6,Ideation,Beginner,3,FALSE,20.32,3,Allowed_With_Citation,5,3.834,76.92,Medium
226,100226,STEM,Sophomore,3.337,3.82,Copywriting/Drafting,Beginner,3,TRUE,10.28,1,Actively_Encouraged,1,3.378,90.81,Medium
227,100227,Medical,Freshman,1.928,9.33,Summarizing_Reading,Advanced,4,FALSE,1,2,Actively_Encouraged,6,1.866,49.12,Low
228,100228,Humanities,Senior,3.225,15.05,Summarizing_Reading,Beginner,3,FALSE,4.01,5,Actively_Encouraged,7,3.354,59.27,Medium
229,100229,Medical,Freshman,3.167,0.39,Summarizing_Reading,Beginner,3,FALSE,21.6,1,Allowed_With_Citation,3,3.643,80.69,Low
230,100230,Business,Graduate,2.767,6.3,Ideation,Intermediate,1,FALSE,8.96,1,Actively_Encouraged,1,3.032,65.87,Medium
231,100231,Arts,Sophomore,3.29,2.28,Ideation,Beginner,1,TRUE,5.92,1,Allowed_With_Citation,2,3.646,81.36,Low
232,100232,Business,Freshman,3.653,1.27,Ideation,Intermediate,5,FALSE,10.97,4,Allowed_With_Citation,3,3.572,72.15,High
233,100233,Business,Sophomore,3.767,5.41,Ideation,Beginner,1,FALSE,6.16,3,Allowed_With_Citation,7,3.61,61.21,Low
234,100234,Humanities,Graduate,3.609,0.76,Debugging/Troubleshooting,Advanced,5,FALSE,14.74,2,Strict_Ban,1,4,89.33,Low
235,100235,STEM,Sophomore,3.319,8.17,Direct_Answer_Generation,Advanced,3,FALSE,16.89,3,Allowed_With_Citation,5,3.641,88.9,High
236,100236,Business,Graduate,3.133,0.26,Ideation,Beginner,3,TRUE,17.54,1,Allowed_With_Citation,5,3.209,81.38,Medium
237,100237,STEM,Freshman,3.291,8.76,Copywriting/Drafting,Intermediate,3,TRUE,16.54,2,Strict_Ban,3,3.644,100,Medium
238,100238,STEM,Junior,3.857,3.97,Direct_Answer_Generation,Advanced,4,FALSE,23.89,1,Allowed_With_Citation,4,4,100,Medium
239,100239,Business,Graduate,3.351,15.28,Ideation,Beginner,2,FALSE,15.69,6,Actively_Encouraged,7,3.623,78.96,Medium
240,100240,STEM,Freshman,3.381,7.75,Debugging/Troubleshooting,Beginner,1,FALSE,14.91,3,Allowed_With_Citation,4,3.474,74.92,Medium
241,100241,Medical,Sophomore,3.555,5.97,Summarizing_Reading,Beginner,1,TRUE,11.13,2,Allowed_With_Citation,2,3.516,82.38,Low
242,100242,Medical,Graduate,3.511,9.68,Summarizing_Reading,Beginner,2,TRUE,17.3,6,Actively_Encouraged,3,3.704,86.02,High
243,100243,Medical,Junior,3.267,1.62,Summarizing_Reading,Advanced,3,FALSE,8.63,5,Actively_Encouraged,2,3.52,73.95,Medium
244,100244,Humanities,Senior,2.689,0.67,Copywriting/Drafting,Beginner,2,FALSE,7.05,3,Strict_Ban,5,2.993,87.34,Medium
245,100245,STEM,Senior,3.589,22.12,Ideation,Intermediate,2,FALSE,10.25,7,Allowed_With_Citation,10,3.635,97.9,Medium
246,100246,Medical,Junior,2.81,19.75,Direct_Answer_Generation,Beginner,2,TRUE,3.18,6,Allowed_With_Citation,1,2.358,64.94,High
247,100247,Humanities,Senior,3.495,9.09,Copywriting/Drafting,Beginner,3,TRUE,13.12,2,Strict_Ban,5,3.745,72.68,High
248,100248,Medical,Junior,2.312,14.79,Debugging/Troubleshooting,Advanced,3,TRUE,10.08,2,Allowed_With_Citation,2,2.989,100,Medium
249,100249,Medical,Senior,3.915,7.89,Summarizing_Reading,Intermediate,4,FALSE,20.54,6,Strict_Ban,4,4,78.11,Medium
250,100250,Arts,Freshman,3.803,5.74,Copywriting/Drafting,Beginner,1,TRUE,14.62,4,Allowed_With_Citation,3,3.803,67.41,Low
251,100251,STEM,Graduate,3.016,12.75,Ideation,Advanced,3,TRUE,21.44,6,Allowed_With_Citation,3,3.507,82.28,High
252,100252,Humanities,Senior,3.332,9.12,Direct_Answer_Generation,Advanced,4,TRUE,12.83,5,Allowed_With_Citation,3,3.72,83.47,Medium
253,100253,Arts,Sophomore,2.648,1.43,Copywriting/Drafting,Beginner,3,FALSE,10.69,3,Actively_Encouraged,2,2.517,71.83,Low
254,100254,Humanities,Junior,3.878,11.89,Debugging/Troubleshooting,Intermediate,3,TRUE,8.94,4,Allowed_With_Citation,3,4,64.07,Medium
255,100255,STEM,Sophomore,2.069,25.73,Copywriting/Drafting,Beginner,2,FALSE,19.14,7,Allowed_With_Citation,6,2.314,59.48,High
256,100256,Business,Senior,2.738,7.93,Ideation,Intermediate,2,TRUE,1.7,1,Strict_Ban,1,3.103,63.11,Low
257,100257,Medical,Graduate,3.164,3.38,Direct_Answer_Generation,Advanced,3,TRUE,12.47,1,Strict_Ban,2,3.636,81.63,High
258,100258,Business,Freshman,3.416,2.17,Summarizing_Reading,Advanced,3,FALSE,17.99,1,Allowed_With_Citation,2,3.669,89.41,Low
259,100259,Business,Graduate,2.41,7.72,Copywriting/Drafting,Advanced,3,FALSE,6.6,2,Allowed_With_Citation,2,2.556,76.43,High
260,100260,STEM,Freshman,2.637,0.74,Debugging/Troubleshooting,Advanced,3,TRUE,14.56,2,Allowed_With_Citation,3,3.132,84.55,Medium
261,100261,Business,Junior,3.244,20.81,Ideation,Advanced,3,TRUE,11.55,5,Allowed_With_Citation,4,3.651,87.79,Medium
262,100262,Medical,Junior,3.506,5.02,Summarizing_Reading,Intermediate,2,FALSE,10.09,1,Allowed_With_Citation,3,3.88,71.93,Low
263,100263,STEM,Sophomore,3.825,18.43,Debugging/Troubleshooting,Intermediate,3,TRUE,7.11,3,Actively_Encouraged,3,4,87.29,Low
264,100264,Business,Junior,3.05,22.73,Summarizing_Reading,Beginner,3,TRUE,11.01,7,Allowed_With_Citation,6,3.284,68.48,High
265,100265,Medical,Senior,2.94,1.62,Summarizing_Reading,Intermediate,3,TRUE,11.71,4,Strict_Ban,2,3.211,82.2,Low
266,100266,Business,Sophomore,3.293,10.66,Debugging/Troubleshooting,Beginner,1,FALSE,6.63,3,Allowed_With_Citation,2,3.37,89.83,Low
267,100267,Business,Freshman,2.912,12.22,Ideation,Intermediate,1,FALSE,11.33,5,Allowed_With_Citation,3,2.95,65.63,Medium
268,100268,Business,Junior,3.302,23.57,Copywriting/Drafting,Intermediate,4,TRUE,21.08,6,Allowed_With_Citation,7,3.567,89.24,Medium
269,100269,Humanities,Senior,3.472,3.46,Copywriting/Drafting,Intermediate,3,TRUE,9.68,1,Actively_Encouraged,3,3.848,69.07,Medium
270,100270,STEM,Graduate,2.579,0.86,Ideation,Beginner,1,TRUE,8.9,1,Actively_Encouraged,1,2.888,80.34,Low
271,100271,Arts,Freshman,2.991,9.42,Copywriting/Drafting,Beginner,1,TRUE,10.47,5,Actively_Encouraged,7,3.261,79.72,Low
272,100272,Arts,Graduate,2.736,1.3,Debugging/Troubleshooting,Beginner,2,TRUE,12.06,5,Actively_Encouraged,4,2.995,73.16,High
273,100273,Arts,Junior,3.616,3.95,Copywriting/Drafting,Beginner,2,FALSE,1.18,3,Strict_Ban,9,3.863,62.9,High
274,100274,Medical,Sophomore,2.807,21.31,Summarizing_Reading,Beginner,3,FALSE,10.46,8,Strict_Ban,8,2.855,53.56,Medium
275,100275,Business,Graduate,3.706,0.8,Copywriting/Drafting,Intermediate,4,FALSE,10.72,4,Actively_Encouraged,6,3.948,100,Low
276,100276,Business,Sophomore,3.517,6.5,Summarizing_Reading,Intermediate,3,TRUE,11.21,1,Allowed_With_Citation,1,3.78,72.34,High
277,100277,Arts,Senior,3.444,0.39,Copywriting/Drafting,Beginner,3,FALSE,9.38,1,Allowed_With_Citation,4,3.618,68.24,High
278,100278,Business,Senior,3.586,14.54,Ideation,Beginner,1,FALSE,13.74,4,Strict_Ban,7,3.908,62.69,High
279,100279,Business,Junior,3.117,1.65,Copywriting/Drafting,Beginner,2,FALSE,7.45,5,Allowed_With_Citation,1,3.292,66.31,High
280,100280,Arts,Senior,3.302,0.33,Summarizing_Reading,Beginner,2,FALSE,14.09,2,Allowed_With_Citation,3,3.335,93.98,Medium
281,100281,Medical,Junior,3.765,5.79,Debugging/Troubleshooting,Beginner,2,FALSE,18.43,1,Allowed_With_Citation,2,4,96.43,Low
282,100282,Humanities,Freshman,3.84,5.69,Copywriting/Drafting,Beginner,1,FALSE,19.29,5,Allowed_With_Citation,4,4,72.7,Medium
283,100283,Humanities,Senior,2.864,7.31,Copywriting/Drafting,Advanced,3,TRUE,11.41,3,Actively_Encouraged,4,3.235,92.27,Medium
284,100284,STEM,Graduate,2.235,21.44,Debugging/Troubleshooting,Intermediate,3,TRUE,10.15,4,Strict_Ban,8,2.594,80.69,High
285,100285,Business,Junior,3.039,0.49,Ideation,Intermediate,4,FALSE,10.57,1,Actively_Encouraged,1,3.067,80.71,Low
286,100286,STEM,Graduate,3.112,11.33,Direct_Answer_Generation,Intermediate,2,FALSE,3.98,4,Actively_Encouraged,6,3.159,71.73,High
287,100287,Humanities,Junior,3.156,0.61,Ideation,Beginner,2,FALSE,20.45,1,Actively_Encouraged,4,3.562,77.08,Medium
288,100288,Business,Junior,2.672,13.55,Ideation,Advanced,4,TRUE,2.54,6,Allowed_With_Citation,6,2.911,86.59,Medium
289,100289,STEM,Senior,3.497,4.77,Direct_Answer_Generation,Advanced,3,FALSE,13.94,2,Actively_Encouraged,4,3.63,97.52,Medium
290,100290,Business,Freshman,2.628,4.78,Debugging/Troubleshooting,Advanced,5,TRUE,6.4,2,Allowed_With_Citation,1,2.598,76.75,High
291,100291,STEM,Graduate,3.389,8.49,Debugging/Troubleshooting,Intermediate,2,TRUE,12.85,3,Allowed_With_Citation,3,3.48,89.74,High
292,100292,STEM,Senior,2.857,29.02,Summarizing_Reading,Intermediate,1,FALSE,12.57,6,Allowed_With_Citation,6,3.225,52.64,Medium
293,100293,Arts,Graduate,2.566,16.4,Copywriting/Drafting,Beginner,2,TRUE,18.53,4,Strict_Ban,5,2.606,52.09,High
294,100294,Humanities,Junior,3.531,6.12,Copywriting/Drafting,Beginner,2,FALSE,19.66,3,Allowed_With_Citation,1,4,69.49,Medium
295,100295,STEM,Graduate,2.784,4.2,Debugging/Troubleshooting,Intermediate,3,FALSE,15.22,5,Allowed_With_Citation,6,3.066,66.18,High
296,100296,Business,Senior,3.325,24.66,Copywriting/Drafting,Advanced,4,FALSE,10.07,5,Allowed_With_Citation,3,3.598,100,Medium
297,100297,Arts,Junior,3.393,10.72,Summarizing_Reading,Advanced,5,TRUE,13.07,5,Allowed_With_Citation,7,3.695,71.89,Medium
298,100298,STEM,Graduate,2.788,18.58,Direct_Answer_Generation,Advanced,3,FALSE,1.6,6,Allowed_With_Citation,7,3.016,77.43,High
299,100299,Business,Junior,3.008,3.03,Ideation,Advanced,3,FALSE,17.44,2,Allowed_With_Citation,5,3.5,100,Medium
300,100300,STEM,Junior,2.37,0.12,Debugging/Troubleshooting,Intermediate,3,FALSE,17.41,5,Strict_Ban,8,2.714,84.97,Low
301,100301,STEM,Freshman,3.399,13.25,Copywriting/Drafting,Intermediate,3,FALSE,1,6,Allowed_With_Citation,4,3.501,67.93,Medium
302,100302,Business,Graduate,2.869,3.16,Ideation,Intermediate,3,FALSE,11.71,3,Allowed_With_Citation,2,2.939,73.9,Medium
303,100303,Business,Sophomore,3.182,27.29,Ideation,Beginner,1,FALSE,5.18,7,Actively_Encouraged,4,3.263,40,Medium
304,100304,Business,Freshman,3.062,6.81,Ideation,Beginner,3,FALSE,10.36,1,Allowed_With_Citation,2,2.96,55.25,Low
305,100305,Business,Freshman,2.666,40,Ideation,Advanced,5,TRUE,6.91,9,Allowed_With_Citation,3,2.724,85.51,High
306,100306,Medical,Junior,2.437,0.41,Summarizing_Reading,Beginner,1,TRUE,14.34,1,Actively_Encouraged,1,2.435,79.28,Low
307,100307,Business,Sophomore,3.352,4.54,Summarizing_Reading,Beginner,1,FALSE,8.95,5,Actively_Encouraged,6,3.566,68.95,Low
308,100308,Humanities,Senior,2.707,7.94,Ideation,Intermediate,1,TRUE,7.12,3,Allowed_With_Citation,5,2.981,74.44,Medium
309,100309,Arts,Sophomore,3.006,1.79,Copywriting/Drafting,Beginner,2,FALSE,10.66,2,Actively_Encouraged,2,3.104,64.43,Low
310,100310,STEM,Senior,2.75,3.31,Debugging/Troubleshooting,Beginner,3,TRUE,13.96,4,Allowed_With_Citation,3,2.685,91.55,Low
311,100311,Humanities,Freshman,2.806,8.83,Debugging/Troubleshooting,Advanced,3,TRUE,14.11,1,Actively_Encouraged,3,3.292,97.27,Low
312,100312,STEM,Sophomore,3.695,11.05,Debugging/Troubleshooting,Intermediate,1,FALSE,17.08,4,Allowed_With_Citation,5,4,84.26,Medium
313,100313,STEM,Senior,2.391,0.28,Debugging/Troubleshooting,Beginner,2,FALSE,12.76,2,Allowed_With_Citation,5,2.564,86.21,Low
314,100314,Medical,Sophomore,3.795,2.26,Summarizing_Reading,Intermediate,2,FALSE,25.64,1,Strict_Ban,1,4,68.26,Low
315,100315,Arts,Freshman,3.067,8.17,Debugging/Troubleshooting,Advanced,3,TRUE,17.36,2,Actively_Encouraged,5,3.666,100,Low
316,100316,Business,Graduate,3.91,1.92,Ideation,Beginner,2,FALSE,11.83,3,Actively_Encouraged,4,4,88.9,Medium
317,100317,Humanities,Freshman,3.162,15.07,Copywriting/Drafting,Advanced,4,TRUE,13.03,3,Actively_Encouraged,1,3.432,95.56,Medium
318,100318,STEM,Freshman,2.808,4.48,Debugging/Troubleshooting,Advanced,4,FALSE,19.21,2,Strict_Ban,6,3.352,83.04,Low
319,100319,STEM,Sophomore,2.338,4.23,Direct_Answer_Generation,Intermediate,1,FALSE,14.77,4,Allowed_With_Citation,4,2.779,60.3,Medium
320,100320,STEM,Freshman,2.831,40,Debugging/Troubleshooting,Intermediate,1,FALSE,11.65,7,Allowed_With_Citation,9,3.204,86.64,High
321,100321,Business,Freshman,2.714,1.01,Ideation,Intermediate,3,TRUE,12.34,2,Strict_Ban,5,2.827,76.14,Medium
322,100322,Business,Senior,3.244,5.8,Debugging/Troubleshooting,Advanced,4,TRUE,16.55,5,Strict_Ban,5,3.933,85.46,Medium
323,100323,Business,Freshman,3.275,1.01,Ideation,Beginner,1,FALSE,12.45,1,Strict_Ban,3,3.302,51.93,Low
324,100324,STEM,Freshman,2.048,7.49,Debugging/Troubleshooting,Intermediate,2,FALSE,4.84,2,Allowed_With_Citation,4,1.816,90.08,High
325,100325,Medical,Graduate,3.414,2.16,Summarizing_Reading,Beginner,1,FALSE,19.16,5,Actively_Encouraged,4,3.873,83.84,Low
326,100326,Business,Junior,2.868,4.37,Ideation,Beginner,3,TRUE,9.79,3,Allowed_With_Citation,6,3.303,82.62,Medium
327,100327,Business,Freshman,3.401,19.48,Copywriting/Drafting,Intermediate,3,TRUE,4.95,4,Actively_Encouraged,7,3.42,69.04,Low
328,100328,Business,Junior,2.782,1.24,Copywriting/Drafting,Intermediate,2,TRUE,20.34,2,Allowed_With_Citation,5,2.991,60.24,Low
329,100329,Humanities,Freshman,3.318,5.16,Debugging/Troubleshooting,Intermediate,3,TRUE,7.37,1,Actively_Encouraged,3,3.178,73.04,Low
330,100330,STEM,Junior,3.468,8.89,Direct_Answer_Generation,Intermediate,2,FALSE,17.69,5,Allowed_With_Citation,3,3.729,63.13,Low
331,100331,Humanities,Junior,3.767,1.27,Summarizing_Reading,Beginner,2,FALSE,17.79,3,Allowed_With_Citation,4,4,71.23,Medium
332,100332,Arts,Graduate,2.366,29.13,Debugging/Troubleshooting,Intermediate,3,FALSE,12.81,7,Actively_Encouraged,6,2.71,69.16,High
333,100333,STEM,Sophomore,2.572,0.65,Debugging/Troubleshooting,Intermediate,3,FALSE,8.76,5,Actively_Encouraged,6,2.633,94.02,Medium
334,100334,STEM,Senior,3.8,40,Debugging/Troubleshooting,Advanced,4,TRUE,5.04,8,Allowed_With_Citation,7,4,70.75,High
335,100335,STEM,Freshman,3.308,1.88,Summarizing_Reading,Intermediate,4,TRUE,7.27,5,Strict_Ban,3,3.28,64.13,Medium
336,100336,STEM,Junior,3.004,13.65,Debugging/Troubleshooting,Advanced,3,TRUE,18.37,4,Actively_Encouraged,2,3.601,80.65,Medium
337,100337,Arts,Sophomore,3.146,2.92,Copywriting/Drafting,Advanced,3,FALSE,18.45,2,Allowed_With_Citation,4,3.11,73.74,Low
338,100338,Business,Junior,3.238,9.42,Ideation,Beginner,2,FALSE,12.4,4,Allowed_With_Citation,7,3.474,65.5,High
339,100339,Humanities,Sophomore,2.797,0.34,Debugging/Troubleshooting,Advanced,5,FALSE,18.75,5,Allowed_With_Citation,1,3.209,98.6,Low
340,100340,STEM,Graduate,2.315,15.4,Copywriting/Drafting,Beginner,2,TRUE,5.34,4,Allowed_With_Citation,5,2.428,55.3,Low
341,100341,Humanities,Graduate,3.725,2.4,Direct_Answer_Generation,Beginner,2,FALSE,8.14,3,Actively_Encouraged,1,3.904,71.19,Medium
342,100342,Humanities,Junior,2.689,3.66,Direct_Answer_Generation,Beginner,2,FALSE,11.26,3,Strict_Ban,1,3.054,76.66,Medium
343,100343,STEM,Freshman,2.733,23.54,Copywriting/Drafting,Advanced,5,TRUE,17.26,8,Strict_Ban,9,3.019,62.68,High
344,100344,Humanities,Junior,3.853,6.82,Debugging/Troubleshooting,Advanced,3,FALSE,10.66,2,Actively_Encouraged,1,4,84.84,Medium
345,100345,Humanities,Senior,3.448,17.5,Copywriting/Drafting,Intermediate,3,FALSE,13.58,3,Allowed_With_Citation,6,3.558,82.42,High
346,100346,Business,Freshman,3.208,32.77,Ideation,Intermediate,5,FALSE,1.9,8,Allowed_With_Citation,5,3.228,73.52,High
347,100347,Business,Junior,2.829,4.77,Ideation,Intermediate,3,FALSE,9.63,2,Actively_Encouraged,3,2.898,67.17,Low
348,100348,STEM,Freshman,3.52,1.13,Copywriting/Drafting,Advanced,5,TRUE,7.89,3,Allowed_With_Citation,6,3.621,86.97,Low
349,100349,Humanities,Sophomore,3.23,4.99,Summarizing_Reading,Beginner,2,FALSE,5.96,2,Allowed_With_Citation,2,3.334,45.42,Low
350,100350,Business,Freshman,3.811,7.2,Debugging/Troubleshooting,Intermediate,3,FALSE,8.46,2,Actively_Encouraged,4,3.991,73.79,Medium
351,100351,Business,Graduate,3.402,1.94,Direct_Answer_Generation,Advanced,3,FALSE,11.86,1,Allowed_With_Citation,2,3.613,87.1,Medium
352,100352,Arts,Freshman,3.542,4.93,Copywriting/Drafting,Beginner,2,FALSE,5.99,1,Strict_Ban,4,3.616,66.01,Low
353,100353,Business,Freshman,3.03,8.26,Summarizing_Reading,Beginner,1,TRUE,2.4,3,Allowed_With_Citation,6,3.078,82.29,Medium
354,100354,STEM,Graduate,2.915,9.77,Debugging/Troubleshooting,Beginner,1,TRUE,7,3,Allowed_With_Citation,4,3.175,97.22,High
355,100355,STEM,Junior,2.456,3.84,Copywriting/Drafting,Beginner,1,FALSE,16.09,1,Actively_Encouraged,1,2.594,58.42,Low
356,100356,Business,Senior,2.83,9.04,Direct_Answer_Generation,Intermediate,3,FALSE,11.36,2,Allowed_With_Citation,5,2.936,100,Medium
357,100357,STEM,Sophomore,2.879,32.69,Debugging/Troubleshooting,Beginner,2,TRUE,13.2,9,Allowed_With_Citation,4,2.836,67.28,Medium
358,100358,Business,Junior,3.416,2.75,Ideation,Beginner,2,FALSE,11.46,1,Allowed_With_Citation,6,3.731,79.42,Low
359,100359,Medical,Freshman,3.006,13.87,Summarizing_Reading,Advanced,3,FALSE,4.73,4,Allowed_With_Citation,6,3.197,66.26,High
360,100360,Business,Sophomore,3.089,27.87,Ideation,Advanced,5,TRUE,20.49,9,Strict_Ban,10,3.182,80.8,High
361,100361,Humanities,Junior,3.046,21.76,Copywriting/Drafting,Beginner,3,FALSE,9.74,6,Actively_Encouraged,4,3.229,76.52,Medium
362,100362,Business,Junior,3.392,2.73,Ideation,Beginner,1,TRUE,14.06,3,Allowed_With_Citation,1,3.667,100,Low
363,100363,Humanities,Sophomore,2.589,8.71,Debugging/Troubleshooting,Intermediate,2,TRUE,16.35,4,Actively_Encouraged,4,2.906,54.32,High
364,100364,Business,Senior,2.868,35.34,Ideation,Intermediate,3,TRUE,4.44,9,Actively_Encouraged,8,3.055,71.27,High
365,100365,Medical,Junior,3.388,7.96,Summarizing_Reading,Beginner,2,TRUE,14.83,6,Strict_Ban,5,3.608,75.27,Medium
366,100366,Humanities,Junior,3.711,2.81,Copywriting/Drafting,Beginner,3,FALSE,10.41,5,Allowed_With_Citation,5,3.903,79.8,Medium
